学部,学院,学历,毕业年度,去向类别,单位名称,人数
人文学部,外国语学院,本科,2021,升学,重庆大学,14
人文学部,外国语学院,本科,2021,升学,武汉大学,4
人文学部,外国语学院,本科,2021,升学,北京外国语大学,4
人文学部,外国语学院,本科,2021,就业,重庆晓道信息科技有限公司,4
人文学部,外国语学院,本科,2021,升学,北京师范大学,3
人文学部,外国语学院,本科,2021,出国(境)留学或工作,华威大学,3
人文学部,外国语学院,本科,2021,升学,同济大学,3
人文学部,外国语学院,本科,2021,升学,上海外国语大学,3
人文学部,外国语学院,本科,2021,升学,华东师范大学,3
人文学部,外国语学院,本科,2021,就业,深圳市宝视佳科技有限公司,2
人文学部,外国语学院,本科,2021,升学,中国传媒大学,2
人文学部,外国语学院,本科,2021,就业,重庆新东方教育培训学校有限公司,2
人文学部,外国语学院,本科,2021,出国(境)留学或工作,爱丁堡大学,2
人文学部,外国语学院,本科,2021,出国(境)留学或工作,纽约大学,2
人文学部,外国语学院,本科,2021,出国(境)留学或工作,澳门大学,2
人文学部,外国语学院,本科,2021,就业,世强先进(深圳)科技股份有限公司,2
人文学部,外国语学院,本科,2021,升学,广西大学,1
人文学部,外国语学院,本科,2021,就业,武汉洛芙科技股份有限公司,1
人文学部,外国语学院,本科,2021,就业,深圳刀刀电子商务有限公司,1
人文学部,外国语学院,本科,2021,就业,小米通讯技术有限公司,1
人文学部,外国语学院,本科,2021,就业,广州乐牛软件科技有限公司,1
人文学部,外国语学院,本科,2021,就业,惠州TCL电器销售有限公司,1
人文学部,外国语学院,本科,2021,出国(境)留学或工作,格拉斯哥大学,1
人文学部,外国语学院,本科,2021,出国(境)留学或工作,伦敦国王学院,1
人文学部,外国语学院,本科,2021,出国(境)留学或工作,悉尼大学,1
人文学部,外国语学院,本科,2021,就业,湖南兴盛优选电子商务有限公司,1
人文学部,外国语学院,本科,2021,就业,上海高顿教育培训有限公司,1
人文学部,外国语学院,本科,2021,就业,阿里巴巴华南技术有限公司广州增城分公司,1
人文学部,外国语学院,本科,2021,就业,深圳顺丰泰森控股(集团)有限公司,1
人文学部,外国语学院,本科,2021,就业,中建桥梁有限公司,1
人文学部,外国语学院,本科,2021,升学,西南政法大学,1
人文学部,外国语学院,本科,2021,升学,湖南大学,1
人文学部,外国语学院,本科,2021,出国(境)留学或工作,纽卡斯尔大学,1
人文学部,外国语学院,本科,2021,升学,华中科技大学,1
人文学部,外国语学院,本科,2021,升学,华中师范大学,1
人文学部,外国语学院,本科,2021,就业,小米之家商业有限公司,1
人文学部,外国语学院,本科,2021,出国(境)留学或工作,日本语言学校,1
人文学部,外国语学院,本科,2021,就业,上海申能信息安全研究所,1
人文学部,外国语学院,本科,2021,就业,厦门朋信教育咨询有限公司,1
人文学部,外国语学院,本科,2021,升学,天津外国语大学,1
人文学部,外国语学院,本科,2021,就业,武汉盛世人才人力资源服务有限公司,1
人文学部,外国语学院,本科,2021,就业,深圳市龙华区龙华第三小学,1
人文学部,外国语学院,本科,2021,选调生,中共黔南州委组织部,1
人文学部,外国语学院,本科,2021,升学,四川大学,1
人文学部,外国语学院,本科,2021,就业,新乡市辅豫实验高级中学,1
人文学部,外国语学院,本科,2021,就业,个体户经营,1
人文学部,外国语学院,本科,2021,升学,中国人民大学,1
人文学部,外国语学院,本科,2021,就业,东方菱日锅炉有限公司,1
人文学部,外国语学院,本科,2021,升学,哈尔滨工业大学,1
人文学部,外国语学院,本科,2021,就业,重庆凤韵婉美文化传媒有限公司,1
人文学部,外国语学院,本科,2021,升学,南开大学,1
人文学部,外国语学院,本科,2021,就业,深圳市盐田区教育局,1
人文学部,外国语学院,本科,2021,就业,北京安德信业信息咨询有限责任公司,1
人文学部,外国语学院,本科,2021,升学,上海交通大学,1
人文学部,外国语学院,本科,2021,出国(境)留学或工作,香港大学,1
人文学部,外国语学院,本科,2021,出国(境)留学或工作,蒙特雷国际研究院,1
人文学部,外国语学院,硕士,2021,就业,彭水苗族土家族自治县教育委员会,3
人文学部,外国语学院,硕士,2021,就业,重庆高新技术产业开发区管理委员会,3
人文学部,外国语学院,硕士,2021,就业,重庆市九龙坡区杨石路小学校,2
人文学部,外国语学院,硕士,2021,就业,重庆市南开中学校,2
人文学部,外国语学院,硕士,2021,就业,重庆市第二十九中学校,1
人文学部,外国语学院,硕士,2021,就业,湖北省人才市场有限责任公司,1
人文学部,外国语学院,硕士,2021,就业,重庆市九龙坡区晋渝森林小学校,1
人文学部,外国语学院,硕士,2021,就业,重庆耀中国际学校,1
人文学部,外国语学院,硕士,2021,就业,成都市新都区西街小学校,1
人文学部,外国语学院,硕士,2021,就业,重庆两江新区金山小学校,1
人文学部,外国语学院,硕士,2021,就业,重庆大学产业技术研究院,1
人文学部,外国语学院,硕士,2021,就业,嵩山少林武术职业学院,1
人文学部,外国语学院,硕士,2021,就业,绵阳市涪城区西园学校,1
人文学部,外国语学院,硕士,2021,选调生,中共乐山市委组织部,1
人文学部,外国语学院,硕士,2021,就业,四川城市技师学院,1
人文学部,外国语学院,硕士,2021,就业,重庆两江新区礼嘉中学校,1
人文学部,外国语学院,硕士,2021,就业,西南政法大学,1
人文学部,外国语学院,硕士,2021,就业,华中师范大学第一附属中学光谷分校,1
人文学部,外国语学院,硕士,2021,就业,深圳市罗湖区教育局,1
人文学部,外国语学院,硕士,2021,就业,鸿富锦精密电子(成都)有限公司,1
人文学部,外国语学院,硕士,2021,就业,孝感外国语学校黄陂路高级中学,1
人文学部,外国语学院,硕士,2021,就业,四川省广元中学,1
人文学部,外国语学院,硕士,2021,就业,西安陕西师范大学凤凰城初级中学,1
人文学部,外国语学院,硕士,2021,就业,西湖欧米(杭州)生物科技有限公司,1
人文学部,外国语学院,硕士,2021,就业,杭州市春蕾中学,1
人文学部,外国语学院,硕士,2021,就业,中国科学院、水利部成都山地灾害与环境研究所,1
人文学部,外国语学院,硕士,2021,就业,重庆市江北区江北嘴实验学校,1
人文学部,外国语学院,硕士,2021,就业,成都市现代制造职业技术学校,1
人文学部,外国语学院,硕士,2021,就业,小米通讯技术有限公司,1
人文学部,外国语学院,硕士,2021,就业,重庆新东方教育培训学校有限公司,1
人文学部,外国语学院,硕士,2021,就业,鹤山市第一中学,1
人文学部,外国语学院,硕士,2021,就业,成都市实验外国语学校,1
人文学部,外国语学院,硕士,2021,就业,荆门市漳河新区龙山实验学校,1
人文学部,外国语学院,硕士,2021,就业,北京城建集团有限责任公司,1
人文学部,外国语学院,硕士,2021,就业,成都高新区教育文化和卫生健康局,1
人文学部,外国语学院,硕士,2021,就业,苏州依顿外籍人员子女学校,1
人文学部,外国语学院,硕士,2021,就业,重庆巴蜀常春藤学校,1
人文学部,外国语学院,硕士,2021,就业,武昌首义学院,1
人文学部,外国语学院,硕士,2021,就业,北京第二外国语学院成都附属中学,1
人文学部,外国语学院,硕士,2021,就业,广东外语外贸大学南国商学院,1
人文学部,外国语学院,硕士,2021,选调生,中国共产党达州市委员会组织部,1
人文学部,外国语学院,硕士,2021,就业,重庆市求精中学校,1
人文学部,外国语学院,硕士,2021,就业,中共淮安市委组织部,1
人文学部,外国语学院,硕士,2021,就业,建始县第一中学(湖北省建始民族师范学校),1
人文学部,外国语学院,硕士,2021,就业,重庆市九龙坡区西彭镇第二中学校,1
人文学部,外国语学院,硕士,2021,就业,浙江省台州中学,1
人文学部,外国语学院,硕士,2021,就业,中电(重庆)数字经济产业园发展有限公司,1
人文学部,外国语学院,硕士,2021,就业,重庆德普外国语学校,1
人文学部,外国语学院,硕士,2021,升学,上海交通大学,1
人文学部,外国语学院,硕士,2021,就业,遂宁市安居育才中学校,1
人文学部,外国语学院,硕士,2021,选调生,中共陕西省委组织部,1
人文学部,外国语学院,硕士,2021,就业,眉山天府新区第一中学,1
人文学部,外国语学院,硕士,2021,就业,肇庆高新技术产业开发区育慧学校,1
人文学部,外国语学院,硕士,2021,就业,南召衡越实验中学,1
人文学部,外国语学院,硕士,2021,就业,黄石市第一中学,1
人文学部,外国语学院,硕士,2021,就业,重庆供销控股(集团)有限公司,1
人文学部,外国语学院,硕士,2021,就业,平原外国语学校,1
人文学部,外国语学院,硕士,2021,就业,重庆市人民小学校,1
人文学部,外国语学院,硕士,2021,就业,宜昌金东方教育集团,1
人文学部,外国语学院,硕士,2021,就业,重庆市第八中学校,1
人文学部,外国语学院,硕士,2021,就业,中国建设银行股份有限公司重庆市分行,1
人文学部,外国语学院,硕士,2021,就业,兰州市西固区合水路小学,1
人文学部,外国语学院,硕士,2021,就业,重庆城市科技学院,1
人文学部,外国语学院,硕士,2021,就业,湖北三峡职业技术学院,1
人文学部,外国语学院,硕士,2021,就业,浙江公路技师学院,1
人文学部,外国语学院,硕士,2021,就业,深圳市宝安区教育局,1
人文学部,外国语学院,硕士,2021,就业,武汉四达外国语言文化研究有限公司,1
人文学部,外国语学院,硕士,2021,就业,重庆建设工业(集团)有限责任公司,1
人文学部,外国语学院,硕士,2021,就业,浙江省新华书店集团有限公司——电商事业部,1
人文学部,外国语学院,硕士,2021,就业,重庆巴南巴蜀小学校,1
人文学部,外国语学院,硕士,2021,就业,郑州市郑开学校,1
人文学部,外国语学院,硕士,2021,就业,重庆三境世纪教育科技有限公司,1
人文学部,外国语学院,硕士,2021,就业,重庆市第七中学校,1
人文学部,外国语学院,硕士,2021,就业,重庆市巴南区珠江城初级中学校,1
人文学部,外国语学院,硕士,2021,就业,重庆外语外事学院,1
人文学部,外国语学院,硕士,2021,就业,上海德邦物流有限公司,1
人文学部,外国语学院,硕士,2021,就业,深圳市龙岗区教育局,1
人文学部,外国语学院,硕士,2021,就业,成都市新都区新都镇谕亭小学,1
人文学部,外国语学院,硕士,2021,就业,重庆市巴蜀小学校,1
人文学部,外国语学院,硕士,2021,就业,深圳市龙华高级中学教育集团,1
人文学部,外国语学院,硕士,2021,就业,昆山市花桥高级中学,1
人文学部,外国语学院,硕士,2021,就业,四川省广元实验中学,1
人文学部,外国语学院,硕士,2021,就业,重庆大学,1
人文学部,外国语学院,硕士,2021,选调生,中共南充市委组织部,1
人文学部,外国语学院,本科,2022,就业,重庆大学,13
人文学部,外国语学院,本科,2022,升学,四川大学,3
人文学部,外国语学院,本科,2022,升学,武汉大学,3
人文学部,外国语学院,本科,2022,升学,南京大学,2
人文学部,外国语学院,本科,2022,出国(境)留学或工作,东北大学,2
人文学部,外国语学院,本科,2022,出国(境)留学或工作,伦敦大学学院,2
人文学部,外国语学院,本科,2022,升学,中山大学,2
人文学部,外国语学院,本科,2022,升学,浙江大学,2
人文学部,外国语学院,本科,2022,志愿服务西部计划,北京立德未来助学公益基金会,2
人文学部,外国语学院,本科,2022,升学,北京师范大学,2
人文学部,外国语学院,本科,2022,出国(境)留学或工作,香港中文大学,2
人文学部,外国语学院,本科,2022,升学,西安交通大学,2
人文学部,外国语学院,本科,2022,升学,中南财经政法大学,1
人文学部,外国语学院,本科,2022,升学,华中师范大学,1
人文学部,外国语学院,本科,2022,升学,西南财经大学,1
人文学部,外国语学院,本科,2022,就业,三一重型装备有限公司,1
人文学部,外国语学院,本科,2022,出国(境)留学或工作,爱丁堡大学,1
人文学部,外国语学院,本科,2022,志愿服务西部计划,璧山区八塘镇经济发展办公室,1
人文学部,外国语学院,本科,2022,升学,上海外国语大学,1
人文学部,外国语学院,本科,2022,出国(境)留学或工作,布里斯托大学,1
人文学部,外国语学院,本科,2022,出国(境)留学或工作,纽约大学,1
人文学部,外国语学院,本科,2022,就业,丰都县档案馆,1
人文学部,外国语学院,本科,2022,就业,小米之家商业有限公司,1
人文学部,外国语学院,本科,2022,选调生,中共陕西省委组织部,1
人文学部,外国语学院,本科,2022,升学,兰州大学,1
人文学部,外国语学院,本科,2022,出国(境)留学或工作,伦敦艺术大学,1
人文学部,外国语学院,本科,2022,就业,比亚迪股份有限公司,1
人文学部,外国语学院,本科,2022,就业,浙江晶盛机电股份有限公司,1
人文学部,外国语学院,本科,2022,出国(境)留学或工作,西北大学,1
人文学部,外国语学院,本科,2022,就业,联友智连科技有限公司,1
人文学部,外国语学院,本科,2022,就业,深圳市昊一源科技有限公司,1
人文学部,外国语学院,本科,2022,升学,山东大学,1
人文学部,外国语学院,本科,2022,就业,BC教育咨询(北京)有限公司重庆分公司,1
人文学部,外国语学院,本科,2022,升学,中国人民大学,1
人文学部,外国语学院,本科,2022,就业,浙江华友钴业股份有限公司,1
人文学部,外国语学院,本科,2022,升学,吉林大学,1
人文学部,外国语学院,本科,2022,选调生,中共黔南州委组织部,1
人文学部,外国语学院,本科,2022,升学,华东师范大学,1
人文学部,外国语学院,本科,2022,升学,中国农业大学,1
人文学部,外国语学院,本科,2022,就业,成都市青白江区弥牟镇人民政府,1
人文学部,外国语学院,本科,2022,出国(境)留学或工作,南安普敦大学,1
人文学部,外国语学院,本科,2022,升学,华中科技大学,1
人文学部,外国语学院,本科,2022,升学,北京外国语大学,1
人文学部,外国语学院,本科,2022,出国(境)留学或工作,巴斯大学,1
人文学部,外国语学院,本科,2022,就业,文思海辉智科科技有限公司成都分公司,1
人文学部,外国语学院,本科,2022,就业,中国银行股份有限公司广东省分行,1
人文学部,外国语学院,本科,2022,升学,中国传媒大学,1
人文学部,外国语学院,本科,2022,就业,一汽丰田汽车销售有限公司,1
人文学部,外国语学院,本科,2022,就业,重庆江北巴川学校,1
人文学部,外国语学院,本科,2022,就业,广东美的制冷设备有限公司,1
人文学部,外国语学院,本科,2022,升学,湖南大学,1
人文学部,外国语学院,本科,2022,就业,沈阳兴华航空电器有限责任公司,1
人文学部,外国语学院,本科,2022,就业,珠海得尔塔科技有限公司,1
人文学部,外国语学院,本科,2022,升学,对外经济贸易大学,1
人文学部,外国语学院,本科,2022,出国(境)留学或工作,香港城市大学,1
人文学部,外国语学院,本科,2022,升学,北京理工大学,1
人文学部,外国语学院,本科,2022,志愿服务西部计划,重庆市綦江区隆盛镇人民政府,1
人文学部,外国语学院,本科,2022,就业,中建三局第三建设工程有限责任公司,1
人文学部,外国语学院,本科,2022,升学,上海音乐学院,1
人文学部,外国语学院,本科,2022,出国(境)留学或工作,大阪大学,1
人文学部,外国语学院,本科,2022,出国(境)留学或工作,华威大学,1
人文学部,外国语学院,硕士,2022,选调生,中国共产党遂宁市委员会组织部,2
人文学部,外国语学院,硕士,2022,就业,重庆人文科技学院,2
人文学部,外国语学院,硕士,2022,就业,鸿富锦精密电子(成都)有限公司,2
人文学部,外国语学院,硕士,2022,就业,北京京东世纪贸易有限公司,1
人文学部,外国语学院,硕士,2022,选调生,山西省退役军人事务厅,1
人文学部,外国语学院,硕士,2022,就业,深圳市宝安区教育局,1
人文学部,外国语学院,硕士,2022,就业,重庆市求精中学校,1
人文学部,外国语学院,硕士,2022,就业,深圳市龙华区第二外国语学校,1
人文学部,外国语学院,硕士,2022,出国(境)留学或工作,名古屋大学,1
人文学部,外国语学院,硕士,2022,就业,深圳市龙华区第三实验学校,1
人文学部,外国语学院,硕士,2022,升学,上海外国语大学,1
人文学部,外国语学院,硕士,2022,选调生,中共黔东南州委组织部(黔东南州公务员局),1
人文学部,外国语学院,硕士,2022,选调生,中共黔南州委组织部,1
人文学部,外国语学院,硕士,2022,就业,十堰市医药卫生学校,1
人文学部,外国语学院,硕士,2022,就业,重庆旅游职业学院,1
人文学部,外国语学院,硕士,2022,就业,南京仁芯科技有限公司(成都分公司),1
人文学部,外国语学院,硕士,2022,就业,深圳市福田区教育局,1
人文学部,外国语学院,硕士,2022,就业,深圳市龙华高级中学教育集团,1
人文学部,外国语学院,硕士,2022,就业,浙江省国家安全厅,1
人文学部,外国语学院,硕士,2022,就业,重庆市礼嘉中学校,1
人文学部,外国语学院,硕士,2022,就业,川北医学院,1
人文学部,外国语学院,硕士,2022,就业,河南省实验文博学校,1
人文学部,外国语学院,硕士,2022,就业,宿州万古人力资源服务有限公司,1
人文学部,外国语学院,硕士,2022,就业,重庆万盛经济技术开发区中盛小学,1
人文学部,外国语学院,硕士,2022,就业,比亚迪股份有限公司,1
人文学部,外国语学院,硕士,2022,就业,宜宾市中山街小学校,1
人文学部,外国语学院,硕士,2022,就业,中央民族大学附属中学贵阳学校,1
人文学部,外国语学院,硕士,2022,就业,垫江第八中学校,1
人文学部,外国语学院,硕士,2022,就业,四川省德阳市第五中学,1
人文学部,外国语学院,硕士,2022,就业,重庆南城巴川学校,1
人文学部,外国语学院,硕士,2022,就业,重庆新东方教育培训学校有限公司,1
人文学部,外国语学院,硕士,2022,就业,重庆市工业学校,1
人文学部,外国语学院,硕士,2022,就业,重庆巴蜀常春藤学校,1
人文学部,外国语学院,硕士,2022,就业,重庆市巴渝学校,1
人文学部,外国语学院,硕士,2022,就业,BC教育咨询(北京)有限公司重庆分公司,1
人文学部,外国语学院,硕士,2022,就业,福州市仓山区教育局,1
人文学部,外国语学院,硕士,2022,就业,重庆高新技术产业开发区管理委员会公共服务局,1
人文学部,外国语学院,硕士,2022,就业,江苏第二师范学院(江苏省教育科学研究院),1
人文学部,外国语学院,硕士,2022,就业,深圳市坪山区教育局,1
人文学部,外国语学院,硕士,2022,就业,重庆两江新区重光小学校,1
人文学部,外国语学院,硕士,2022,就业,重庆市高新技术产业开发区管理委员会,1
人文学部,外国语学院,硕士,2022,就业,昆山震川高级中学,1
人文学部,外国语学院,硕士,2022,就业,成都高新技术产业开发区教育文化和卫生健康局,1
人文学部,外国语学院,硕士,2022,就业,都江堰市实验中学,1
人文学部,外国语学院,硕士,2022,就业,重庆长安汽车股份有限公司,1
人文学部,外国语学院,硕士,2022,出国(境)留学或工作,麦考瑞大学,1
人文学部,外国语学院,硕士,2022,选调生,中国共产党成都市委员会组织部,1
人文学部,外国语学院,硕士,2022,就业,深圳市龙华区同胜学校,1
人文学部,外国语学院,硕士,2022,就业,云南民族大学,1
人文学部,外国语学院,硕士,2022,就业,重庆市巴川中学校,1
人文学部,外国语学院,硕士,2022,就业,四川文化艺术学院,1
人文学部,外国语学院,硕士,2022,就业,重庆巴南育才实验中学校,1
人文学部,外国语学院,硕士,2022,就业,成都市金牛区实外高级中学,1
人文学部,外国语学院,硕士,2022,就业,重庆市第八中学校,1
人文学部,外国语学院,硕士,2022,就业,深圳市罗湖区教育局,1
人文学部,外国语学院,硕士,2022,就业,云阳县沙沱初级中学,1
人文学部,外国语学院,硕士,2022,就业,奇瑞汽车股份有限公司,1
人文学部,外国语学院,硕士,2022,选调生,海南省高级人民法院,1
人文学部,外国语学院,硕士,2022,选调生,中国共产党广安市委员会组织部,1
人文学部,外国语学院,硕士,2022,选调生,中共贵阳市委组织部,1
人文学部,外国语学院,硕士,2022,就业,成都市青羊区教育局,1
人文学部,外国语学院,硕士,2022,就业,深圳村田科技有限公司,1
人文学部,外国语学院,硕士,2022,就业,新乡市第二中学,1
人文学部,外国语学院,硕士,2022,就业,成都市郫都区天立学校,1
人文学部,外国语学院,硕士,2022,就业,深圳市光明区教育局,1
人文学部,外国语学院,硕士,2022,选调生,中共许昌市委组织部,1
人文学部,外国语学院,硕士,2022,就业,重庆市江津区双福育才中学校,1
人文学部,外国语学院,硕士,2022,选调生,中共内江市委组织部,1
人文学部,外国语学院,硕士,2022,就业,中国民用航空飞行学院洛阳分院,1
人文学部,外国语学院,硕士,2022,就业,成都市新都区旃檀小学校,1
人文学部,外国语学院,硕士,2022,就业,渤海银行股份有限公司成都分行,1
人文学部,外国语学院,硕士,2022,就业,洛阳市涧西区中小学教师,1
人文学部,外国语学院,硕士,2022,就业,西南财经大学,1
人文学部,外国语学院,本科,2023,升学,重庆大学,11
人文学部,外国语学院,本科,2023,就业,比亚迪股份有限公司,6
人文学部,外国语学院,本科,2023,出国(境)留学或工作,伦敦大学学院,4
人文学部,外国语学院,本科,2023,升学,四川大学,3
人文学部,外国语学院,本科,2023,升学,华东师范大学,2
人文学部,外国语学院,本科,2023,升学,上海外国语大学,2
人文学部,外国语学院,本科,2023,升学,湖南大学,2
人文学部,外国语学院,本科,2023,出国(境)留学或工作,香港中文大学,2
人文学部,外国语学院,本科,2023,升学,华中科技大学,2
人文学部,外国语学院,本科,2023,出国(境)留学或工作,香港大学,1
人文学部,外国语学院,本科,2023,升学,中南大学,1
人文学部,外国语学院,本科,2023,出国(境)留学或工作,阿伯丁大学,1
人文学部,外国语学院,本科,2023,就业,鸿富锦精密电子(成都)有限公司,1
人文学部,外国语学院,本科,2023,选调生,中共三元区委组织部信息化办,1
人文学部,外国语学院,本科,2023,升学,辽宁大学,1
人文学部,外国语学院,本科,2023,就业,大连高新技术产业园区教育文体局,1
人文学部,外国语学院,本科,2023,就业,重庆市渝中区学而思益思科技培训有限公司,1
人文学部,外国语学院,本科,2023,升学,同济大学,1
人文学部,外国语学院,本科,2023,志愿服务西部计划,湖北省西部计划项目办,1
人文学部,外国语学院,本科,2023,出国(境)留学或工作,墨尔本大学,1
人文学部,外国语学院,本科,2023,就业,香港博雅教育控股有限公司,1
人文学部,外国语学院,本科,2023,出国(境)留学或工作,爱丁堡大学,1
人文学部,外国语学院,本科,2023,就业,一汽—大众汽车有限公司,1
人文学部,外国语学院,本科,2023,就业,伯恩光学(惠州)有限公司,1
人文学部,外国语学院,本科,2023,升学,南京大学,1
人文学部,外国语学院,本科,2023,升学,中国政法大学,1
人文学部,外国语学院,本科,2023,升学,上海交通大学,1
人文学部,外国语学院,本科,2023,就业,深圳市珂莱蒂尔服饰有限公司,1
人文学部,外国语学院,本科,2023,就业,上海亿保健康管理有限公司重庆分公司,1
人文学部,外国语学院,本科,2023,就业,浙江友邦集成吊顶股份有限公司,1
人文学部,外国语学院,本科,2023,出国(境)留学或工作,伦敦国王学院,1
人文学部,外国语学院,本科,2023,升学,浙江大学,1
人文学部,外国语学院,本科,2023,就业,重庆奥普提科技有限公司,1
人文学部,外国语学院,本科,2023,就业,厦门金鹭特种合金有限公司,1
人文学部,外国语学院,本科,2023,出国(境)留学或工作,早稻田大学,1
人文学部,外国语学院,本科,2023,出国(境)留学或工作,香港理工大学,1
人文学部,外国语学院,本科,2023,升学,东南大学,1
人文学部,外国语学院,本科,2023,就业,上海长宁区世纪学小思线上教育培训学校,1
人文学部,外国语学院,本科,2023,出国(境)留学或工作,图宾根大学,1
人文学部,外国语学院,本科,2023,升学,四川外国语大学,1
人文学部,外国语学院,本科,2023,就业,上海墨帝教育科技服务有限公司,1
人文学部,外国语学院,本科,2023,出国(境)留学或工作,华威大学,1
人文学部,外国语学院,本科,2023,就业,丝芙兰(上海)化妆品销售有限公司,1
人文学部,外国语学院,本科,2023,升学,中国传媒大学,1
人文学部,外国语学院,本科,2023,升学,暨南大学,1
人文学部,外国语学院,本科,2023,出国(境)留学或工作,澳门大学,1
人文学部,外国语学院,本科,2023,升学,西南大学,1
人文学部,外国语学院,本科,2023,升学,北京师范大学,1
人文学部,外国语学院,本科,2023,升学,天津大学,1
人文学部,外国语学院,硕士,2023,就业,鸿富锦精密电子(成都)有限公司,4
人文学部,外国语学院,硕士,2023,选调生,中国共产党达州市委员会组织部,3
人文学部,外国语学院,硕士,2023,升学,重庆大学,3
人文学部,外国语学院,硕士,2023,选调生,中共陕西省委组织部,3
人文学部,外国语学院,硕士,2023,就业,重庆新东方教育培训学校有限公司,2
人文学部,外国语学院,硕士,2023,就业,南昌市第十中学,1
人文学部,外国语学院,硕士,2023,就业,温州长江汽车电子有限公司,1
人文学部,外国语学院,硕士,2023,就业,重庆江北嘴实验中学,1
人文学部,外国语学院,硕士,2023,就业,南安市教育局,1
人文学部,外国语学院,硕士,2023,就业,重庆市永川中学校,1
人文学部,外国语学院,硕士,2023,就业,南京泉峰科技有限公司,1
人文学部,外国语学院,硕士,2023,就业,重庆市巴川中学校,1
人文学部,外国语学院,硕士,2023,选调生,中国共产党重庆市合川区委员会组织部,1
人文学部,外国语学院,硕士,2023,就业,上海汉世陶瓷艺术有限公司,1
人文学部,外国语学院,硕士,2023,就业,奇瑞汽车股份有限公司,1
人文学部,外国语学院,硕士,2023,选调生,中共云阳县委组织部,1
人文学部,外国语学院,硕士,2023,就业,电子科技大学实验中学,1
人文学部,外国语学院,硕士,2023,就业,重庆市梁平区城市管理综合行政执法支队,1
人文学部,外国语学院,硕士,2023,就业,成都高新技术产业开发区教育文化体育局,1
人文学部,外国语学院,硕士,2023,就业,常熟外国语学校,1
人文学部,外国语学院,硕士,2023,就业,重庆市江津李市中学校,1
人文学部,外国语学院,硕士,2023,就业,中共泰州市委组织部,1
人文学部,外国语学院,硕士,2023,选调生,中共铜陵市委组织部,1
人文学部,外国语学院,硕士,2023,就业,西安欧尔意信息科技有限公司,1
人文学部,外国语学院,硕士,2023,就业,自贡市第二十八中学校,1
人文学部,外国语学院,硕士,2023,就业,重庆市鲁能巴蜀中学校,1
人文学部,外国语学院,硕士,2023,就业,重庆市涪陵城区第七小学校,1
人文学部,外国语学院,硕士,2023,就业,深圳市坪山区教育局,1
人文学部,外国语学院,硕士,2023,就业,重庆高新技术产业开发区管理委员会,1
人文学部,外国语学院,硕士,2023,选调生,中国共产党雅安市委员会组织部,1
人文学部,外国语学院,硕士,2023,就业,西安牛学英语培训学校有限公司,1
人文学部,外国语学院,硕士,2023,就业,云南省普洱市第一中学,1
人文学部,外国语学院,硕士,2023,就业,杭州欢阅信息技术有限公司,1
人文学部,外国语学院,硕士,2023,就业,四川省内江市第六中学,1
人文学部,外国语学院,硕士,2023,就业,重庆市两江人民小学校,1
人文学部,外国语学院,硕士,2023,就业,三井住友银行(中国)有限公司重庆分行,1
人文学部,外国语学院,硕士,2023,就业,深圳实验学校明理高中,1
人文学部,外国语学院,硕士,2023,就业,中国物流集团资产管理有限公司,1
人文学部,外国语学院,硕士,2023,就业,四川工业科技学院,1
人文学部,外国语学院,硕士,2023,就业,重庆南城巴川学校,1
人文学部,外国语学院,硕士,2023,就业,重庆以梦为马出国留学中介服务有限公司,1
人文学部,外国语学院,硕士,2023,就业,重庆电讯职业学院,1
人文学部,外国语学院,硕士,2023,就业,成都市新都区谕亭小学校,1
人文学部,外国语学院,硕士,2023,就业,西咸新区黄冈泾河中学,1
人文学部,外国语学院,硕士,2023,就业,BC教育咨询(北京)有限公司重庆分公司,1
人文学部,外国语学院,硕士,2023,选调生,中国人民政治协商会议全国委员会办公厅,1
人文学部,外国语学院,硕士,2023,就业,盐城外国语学校,1
人文学部,外国语学院,硕士,2023,就业,四川鑫冠诚电子有限公司,1
人文学部,外国语学院,硕士,2023,就业,重庆实验外国语学校,1
人文学部,外国语学院,硕士,2023,就业,北京京东世纪贸易有限公司,1
人文学部,外国语学院,硕士,2023,就业,武汉市东西湖区教育局,1
人文学部,外国语学院,硕士,2023,就业,武汉市洪山区教育局,1
人文学部,外国语学院,硕士,2023,就业,烟台市福山区教育和体育局,1
人文学部,外国语学院,硕士,2023,就业,毕马威华振会计师事务所(特殊普通合伙)南京分所,1
人文学部,外国语学院,硕士,2023,就业,重庆新航道锦秋教育信息咨询有限公司,1
人文学部,外国语学院,硕士,2023,就业,深圳市龙岗区教育局,1
人文学部,外国语学院,硕士,2023,就业,古交市第一中学校,1
人文学部,外国语学院,硕士,2023,就业,佛山市顺德区梁开初级中学,1
人文学部,外国语学院,硕士,2023,就业,郑州市第四十一高级中学,1
人文学部,外国语学院,硕士,2023,就业,重庆财经职业学院,1
人文学部,外国语学院,硕士,2023,就业,深圳市龙华区教育局,1
人文学部,外国语学院,硕士,2023,就业,重庆艾买网络技术有限公司,1
人文学部,外国语学院,硕士,2023,选调生,开州区委组织部,1
人文学部,外国语学院,硕士,2023,就业,宜宾三江中学,1
人文学部,外国语学院,硕士,2023,就业,重庆市巴蜀小学校,1
人文学部,外国语学院,硕士,2023,就业,吉林财经大学,1
人文学部,外国语学院,硕士,2023,就业,重庆市两江育才中学校,1
人文学部,外国语学院,硕士,2023,升学,上海外国语大学,1
